"Election_Type","State_Name","Assembly_No","Constituency_No","Year","month","Poll_No","DelimID","Position","Candidate","Sex","Party","Votes","Candidate_Type","Valid_Votes","Electors","Constituency_Name","Constituency_Type","Sub_Region","N_Cand","Turnout_Percentage","Vote_Share_Percentage","Deposit_Lost","Margin","Margin_Percentage","ENOP","pid","Party_Type_TCPD","Party_ID","last_poll","Contested","Last_Party","Last_Party_ID","Last_Constituency_Name","Same_Constituency","Same_Party","No_Terms","Turncoat","Incumbent","Recontest","Age","District_Name","PC_Name","PC_No","CandID","MyNeta_education","TCPD_Prof_Main","TCPD_Prof_Main_Desc","TCPD_Prof_Second","TCPD_Prof_Second_Desc"
"GA","Gujarat","13","1","1999","","0","3","1","Gadhvi Pushpadan Sambhudan","M","BJP","32477","GEN","64411","","Abdasa","GEN","","5","","50.42","no","1393","2.16","2.08","GEGJ53484","National Party","1605","","3","BJP","1605","KUTCH","TRUE","TRUE","3","FALSE","TRUE","TRUE","","","Kutch","1","1","","","","",""
"GA","Gujarat","13","1","1999","","0","3","2","Babubhai Meghji Shah","M","INC","31084","","64411","","Abdasa","GEN","","5","","48.26","no","30761","47.76","2.08","GEGJ37204","National Party","3482","","3","BJP","1605","KUTCH","TRUE","FALSE","1","TRUE","FALSE","FALSE","","","Kutch","1","2","","","","",""
"GA","Gujarat","13","1","1999","","0","3","3","Garoda (Garva) Sujabhai Rajabh","M","RPI","323","","64411","","Abdasa","GEN","","5","","0.5","yes","10","0.02","2.08","GEGJ69534","State-based Party","6911","","1","","","","","","0","FALSE","FALSE","FALSE","","","Kutch","1","3","","","","",""
"GA","Gujarat","13","1","1999","","0","3","4","Jadeja Takhubha Amarsinh","M","SHS","313","","64411","","Abdasa","GEN","","5","","0.49","yes","99","0.15","2.08","GEGJ69532","State-based Party","18691","","1","","","","","","0","FALSE","FALSE","FALSE","","","Kutch","1","4","","","","",""
"GA","Gujarat","13","1","1999","","0","3","5","Dayaram Nathubhai Maiyat","M","IND","214","","64411","","Abdasa","GEN","","5","","0.33","yes","0","0","2.08","GEGJ69533","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Kutch","1","5","","","","",""
"GA","Gujarat","13","2","1999","","0","3","1","Gadhvi Pushpadan Sambhudan","M","BJP","34008","GEN","57993","","Mandvi","GEN","","5","","58.64","no","10646","18.36","2","GEGJ53484","National Party","1605","","3","BJP","1605","KUTCH","TRUE","TRUE","3","FALSE","TRUE","TRUE","","","Kutch","1","1","","","","",""
"GA","Gujarat","13","2","1999","","0","3","2","Babubhai Meghji Shah","M","INC","23362","","57993","","Mandvi","GEN","","5","","40.28","no","23078","39.79","2","GEGJ37204","National Party","3482","","3","BJP","1605","KUTCH","TRUE","FALSE","1","TRUE","FALSE","FALSE","","","Kutch","1","2","","","","",""
"GA","Gujarat","13","2","1999","","0","3","3","Jadeja Takhubha Amarsinh","M","SHS","284","","57993","","Mandvi","GEN","","5","","0.49","yes","74","0.13","2","GEGJ69532","State-based Party","18691","","1","","","","","","0","FALSE","FALSE","FALSE","","","Kutch","1","4","","","","",""
"GA","Gujarat","13","2","1999","","0","3","4","Garoda (Garva) Sujabhai Rajabh","M","RPI","210","","57993","","Mandvi","GEN","","5","","0.36","yes","81","0.14","2","GEGJ69534","State-based Party","6911","","1","","","","","","0","FALSE","FALSE","FALSE","","","Kutch","1","3","","","","",""
"GA","Gujarat","13","2","1999","","0","3","5","Dayaram Nathubhai Maiyat","M","IND","129","","57993","","Mandvi","GEN","","5","","0.22","yes","0","0","2","GEGJ69533","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Kutch","1","5","","","","",""
"GA","Gujarat","13","3","1999","","0","3","1","Gadhvi Pushpadan Sambhudan","M","BJP","37207","GEN","70754","","Bhuj","GEN","","5","","52.59","no","4410","6.23","2.04","GEGJ53484","National Party","1605","","3","BJP","1605","KUTCH","TRUE","TRUE","3","FALSE","TRUE","TRUE","","","Kutch","1","1","","","","",""
"GA","Gujarat","13","3","1999","","0","3","2","Babubhai Meghji Shah","M","INC","32797","","70754","","Bhuj","GEN","","5","","46.35","no","32436","45.84","2.04","GEGJ37204","National Party","3482","","3","BJP","1605","KUTCH","TRUE","FALSE","1","TRUE","FALSE","FALSE","","","Kutch","1","2","","","","",""
"GA","Gujarat","13","3","1999","","0","3","3","Jadeja Takhubha Amarsinh","M","SHS","361","","70754","","Bhuj","GEN","","5","","0.51","yes","114","0.16","2.04","GEGJ69532","State-based Party","18691","","1","","","","","","0","FALSE","FALSE","FALSE","","","Kutch","1","4","","","","",""
"GA","Gujarat","13","3","1999","","0","3","4","Garoda (Garva) Sujabhai Rajabh","M","RPI","247","","70754","","Bhuj","GEN","","5","","0.35","yes","105","0.15","2.04","GEGJ69534","State-based Party","6911","","1","","","","","","0","FALSE","FALSE","FALSE","","","Kutch","1","3","","","","",""
"GA","Gujarat","13","3","1999","","0","3","5","Dayaram Nathubhai Maiyat","M","IND","142","","70754","","Bhuj","GEN","","5","","0.2","yes","0","0","2.04","GEGJ69533","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Kutch","1","5","","","","",""
"GA","Gujarat","13","4","1999","","0","3","1","Gadhvi Pushpadan Sambhudan","M","BJP","26935","GEN","50685","","Mundra","GEN","","5","","53.14","no","3813","7.52","2.04","GEGJ53484","National Party","1605","","3","BJP","1605","KUTCH","TRUE","TRUE","3","FALSE","TRUE","TRUE","","","Kutch","1","1","","","","",""
"GA","Gujarat","13","4","1999","","0","3","2","Babubhai Meghji Shah","M","INC","23122","","50685","","Mundra","GEN","","5","","45.62","no","22854","45.09","2.04","GEGJ37204","National Party","3482","","3","BJP","1605","KUTCH","TRUE","FALSE","1","TRUE","FALSE","FALSE","","","Kutch","1","2","","","","",""
"GA","Gujarat","13","4","1999","","0","3","3","Jadeja Takhubha Amarsinh","M","SHS","268","","50685","","Mundra","GEN","","5","","0.53","yes","59","0.12","2.04","GEGJ69532","State-based Party","18691","","1","","","","","","0","FALSE","FALSE","FALSE","","","Kutch","1","4","","","","",""
"GA","Gujarat","13","4","1999","","0","3","4","Garoda (Garva) Sujabhai Rajabh","M","RPI","209","","50685","","Mundra","GEN","","5","","0.41","yes","58","0.11","2.04","GEGJ69534","State-based Party","6911","","1","","","","","","0","FALSE","FALSE","FALSE","","","Kutch","1","3","","","","",""
"GA","Gujarat","13","4","1999","","0","3","5","Dayaram Nathubhai Maiyat","M","IND","151","","50685","","Mundra","GEN","","5","","0.3","yes","0","0","2.04","GEGJ69533","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Kutch","1","5","","","","",""
"GA","Gujarat","13","5","1999","","0","3","1","Gadhvi Pushpadan Sambhudan","M","BJP","38328","GEN","74518","","Anjar","GEN","","5","","51.43","no","2950","3.96","2.04","GEGJ53484","National Party","1605","","3","BJP","1605","KUTCH","TRUE","TRUE","3","FALSE","TRUE","TRUE","","","Kutch","1","1","","","","",""
"GA","Gujarat","13","5","1999","","0","3","2","Babubhai Meghji Shah","M","INC","35378","","74518","","Anjar","GEN","","5","","47.48","no","35048","47.03","2.04","GEGJ37204","National Party","3482","","3","BJP","1605","KUTCH","TRUE","FALSE","1","TRUE","FALSE","FALSE","","","Kutch","1","2","","","","",""
"GA","Gujarat","13","5","1999","","0","3","3","Jadeja Takhubha Amarsinh","M","SHS","330","","74518","","Anjar","GEN","","5","","0.44","yes","30","0.04","2.04","GEGJ69532","State-based Party","18691","","1","","","","","","0","FALSE","FALSE","FALSE","","","Kutch","1","4","","","","",""
"GA","Gujarat","13","5","1999","","0","3","4","Garoda (Garva) Sujabhai Rajabh","M","RPI","300","","74518","","Anjar","GEN","","5","","0.4","yes","118","0.16","2.04","GEGJ69534","State-based Party","6911","","1","","","","","","0","FALSE","FALSE","FALSE","","","Kutch","1","3","","","","",""
"GA","Gujarat","13","5","1999","","0","3","5","Dayaram Nathubhai Maiyat","M","IND","182","","74518","","Anjar","GEN","","5","","0.24","yes","0","0","2.04","GEGJ69533","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Kutch","1","5","","","","",""
"GA","Gujarat","13","6","1999","","0","3","1","Babubhai Meghji Shah","M","INC","41475","","65403","","Rapar","GEN","","5","","63.41","no","18897","28.89","1.92","GEGJ37204","National Party","3482","","3","BJP","1605","KUTCH","TRUE","FALSE","1","TRUE","FALSE","FALSE","","","Kutch","1","2","","","","",""
"GA","Gujarat","13","6","1999","","0","3","2","Gadhvi Pushpadan Sambhudan","M","BJP","22578","GEN","65403","","Rapar","GEN","","5","","34.52","no","21959","33.57","1.92","GEGJ53484","National Party","1605","","3","BJP","1605","KUTCH","TRUE","TRUE","3","FALSE","TRUE","TRUE","","","Kutch","1","1","","","","",""
"GA","Gujarat","13","6","1999","","0","3","3","Jadeja Takhubha Amarsinh","M","SHS","619","","65403","","Rapar","GEN","","5","","0.95","yes","120","0.18","1.92","GEGJ69532","State-based Party","18691","","1","","","","","","0","FALSE","FALSE","FALSE","","","Kutch","1","4","","","","",""
"GA","Gujarat","13","6","1999","","0","3","4","Garoda (Garva) Sujabhai Rajabh","M","RPI","499","","65403","","Rapar","GEN","","5","","0.76","yes","267","0.41","1.92","GEGJ69534","State-based Party","6911","","1","","","","","","0","FALSE","FALSE","FALSE","","","Kutch","1","3","","","","",""
"GA","Gujarat","13","6","1999","","0","3","5","Dayaram Nathubhai Maiyat","M","IND","232","","65403","","Rapar","GEN","","5","","0.35","yes","0","0","1.92","GEGJ69533","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Kutch","1","5","","","","",""
"GA","Gujarat","13","7","1999","","0","3","1","Makwana Savshibhai Kanjibhai","M","INC","36089","GEN","72935","","Dasada","GEN","","6","","49.48","no","46","0.06","2.08","GEGJ69541","National Party","3482","","1","","","","","","1","FALSE","FALSE","FALSE","","","Surendranagar","2","2","","","","",""
"GA","Gujarat","13","7","1999","","0","3","2","Dave Bhavnaben Kardamkumar","F","BJP","36043","","72935","","Dasada","GEN","","6","","49.42","no","35684","48.93","2.08","GEGJ65966","National Party","1605","","2","BJP","1605","SURENDRANAGAR","TRUE","TRUE","1","FALSE","TRUE","TRUE","","","Surendranagar","2","1","","","","",""
"GA","Gujarat","13","7","1999","","0","3","3","Jhala Jayendrasinh Narubha","M","SP","359","","72935","","Dasada","GEN","","6","","0.49","yes","122","0.17","2.08","GEGJ65968","State-based Party","7425","","2","SP","7425","SURENDRANAGAR","TRUE","TRUE","0","FALSE","FALSE","TRUE","","","Surendranagar","2","3","","","","",""
"GA","Gujarat","13","7","1999","","0","3","4","Adhir Baijnath Sharma","M","IND","237","","72935","","Dasada","GEN","","6","","0.32","yes","86","0.12","2.08","GEGJ69539","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Surendranagar","2","4","","","","",""
"GA","Gujarat","13","7","1999","","0","3","5","Mer Mavjibhai Kukabhai","M","IND","151","GEN","72935","","Dasada","GEN","","6","","0.21","yes","95","0.13","2.08","GEGJ69536","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Surendranagar","2","5","","","","",""
"GA","Gujarat","13","7","1999","","0","3","6","Satubha Kanubha Vaghela","M","IND","56","GEN","72935","","Dasada","GEN","","6","","0.08","yes","0","0","2.08","GEGJ37216","Independents","10809","","6","SAP","7575","SURENDRANAGAR","TRUE","FALSE","0","FALSE","FALSE","TRUE","","","Surendranagar","2","6","","","","",""
"GA","Gujarat","13","8","1999","","0","3","1","Dave Bhavnaben Kardamkumar","F","BJP","39681","","71703","","Wadhwan","GEN","","6","","55.34","no","8277","11.54","2","GEGJ65966","National Party","1605","","2","BJP","1605","SURENDRANAGAR","TRUE","TRUE","1","FALSE","TRUE","TRUE","","","Surendranagar","2","1","","","","",""
"GA","Gujarat","13","8","1999","","0","3","2","Makwana Savshibhai Kanjibhai","M","INC","31404","GEN","71703","","Wadhwan","GEN","","6","","43.8","no","31166","43.47","2","GEGJ69541","National Party","3482","","1","","","","","","1","FALSE","FALSE","FALSE","","","Surendranagar","2","2","","","","",""
"GA","Gujarat","13","8","1999","","0","3","3","Jhala Jayendrasinh Narubha","M","SP","238","","71703","","Wadhwan","GEN","","6","","0.33","yes","66","0.09","2","GEGJ65968","State-based Party","7425","","2","SP","7425","SURENDRANAGAR","TRUE","TRUE","0","FALSE","FALSE","TRUE","","","Surendranagar","2","3","","","","",""
"GA","Gujarat","13","8","1999","","0","3","4","Adhir Baijnath Sharma","M","IND","172","","71703","","Wadhwan","GEN","","6","","0.24","yes","42","0.06","2","GEGJ69539","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Surendranagar","2","4","","","","",""
"GA","Gujarat","13","8","1999","","0","3","5","Mer Mavjibhai Kukabhai","M","IND","130","GEN","71703","","Wadhwan","GEN","","6","","0.18","yes","52","0.07","2","GEGJ69536","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Surendranagar","2","5","","","","",""
"GA","Gujarat","13","8","1999","","0","3","6","Satubha Kanubha Vaghela","M","IND","78","GEN","71703","","Wadhwan","GEN","","6","","0.11","yes","0","0","2","GEGJ37216","Independents","10809","","6","SAP","7575","SURENDRANAGAR","TRUE","FALSE","0","FALSE","FALSE","TRUE","","","Surendranagar","2","6","","","","",""
"GA","Gujarat","13","9","1999","","0","3","1","Makwana Savshibhai Kanjibhai","M","INC","39983","GEN","69226","","Limbdi","GEN","","6","","57.76","no","11443","16.53","2","GEGJ69541","National Party","3482","","1","","","","","","1","FALSE","FALSE","FALSE","","","Surendranagar","2","2","","","","",""
"GA","Gujarat","13","9","1999","","0","3","2","Dave Bhavnaben Kardamkumar","F","BJP","28540","","69226","","Limbdi","GEN","","6","","41.23","no","28273","40.84","2","GEGJ65966","National Party","1605","","2","BJP","1605","SURENDRANAGAR","TRUE","TRUE","1","FALSE","TRUE","TRUE","","","Surendranagar","2","1","","","","",""
"GA","Gujarat","13","9","1999","","0","3","3","Jhala Jayendrasinh Narubha","M","SP","267","","69226","","Limbdi","GEN","","6","","0.39","yes","64","0.09","2","GEGJ65968","State-based Party","7425","","2","SP","7425","SURENDRANAGAR","TRUE","TRUE","0","FALSE","FALSE","TRUE","","","Surendranagar","2","3","","","","",""
"GA","Gujarat","13","9","1999","","0","3","4","Adhir Baijnath Sharma","M","IND","203","","69226","","Limbdi","GEN","","6","","0.29","yes","50","0.07","2","GEGJ69539","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Surendranagar","2","4","","","","",""
"GA","Gujarat","13","9","1999","","0","3","5","Mer Mavjibhai Kukabhai","M","IND","153","GEN","69226","","Limbdi","GEN","","6","","0.22","yes","73","0.11","2","GEGJ69536","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Surendranagar","2","5","","","","",""
"GA","Gujarat","13","9","1999","","0","3","6","Satubha Kanubha Vaghela","M","IND","80","GEN","69226","","Limbdi","GEN","","6","","0.12","yes","0","0","2","GEGJ37216","Independents","10809","","6","SAP","7575","SURENDRANAGAR","TRUE","FALSE","0","FALSE","FALSE","TRUE","","","Surendranagar","2","6","","","","",""
"GA","Gujarat","13","10","1999","","0","3","1","Makwana Savshibhai Kanjibhai","M","INC","37978","GEN","62618","","Chotila","GEN","","6","","60.65","no","15019","23.99","2","GEGJ69541","National Party","3482","","1","","","","","","1","FALSE","FALSE","FALSE","","","Surendranagar","2","2","","","","",""
"GA","Gujarat","13","10","1999","","0","3","2","Dave Bhavnaben Kardamkumar","F","BJP","22959","","62618","","Chotila","GEN","","6","","36.67","no","22045","35.21","2","GEGJ65966","National Party","1605","","2","BJP","1605","SURENDRANAGAR","TRUE","TRUE","1","FALSE","TRUE","TRUE","","","Surendranagar","2","1","","","","",""
"GA","Gujarat","13","10","1999","","0","3","3","Mer Mavjibhai Kukabhai","M","IND","914","GEN","62618","","Chotila","GEN","","6","","1.46","yes","614","0.98","2","GEGJ69536","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Surendranagar","2","5","","","","",""
"GA","Gujarat","13","10","1999","","0","3","4","Adhir Baijnath Sharma","M","IND","300","","62618","","Chotila","GEN","","6","","0.48","yes","32","0.05","2","GEGJ69539","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Surendranagar","2","4","","","","",""
"GA","Gujarat","13","10","1999","","0","3","5","Jhala Jayendrasinh Narubha","M","SP","268","","62618","","Chotila","GEN","","6","","0.43","yes","69","0.11","2","GEGJ65968","State-based Party","7425","","2","SP","7425","SURENDRANAGAR","TRUE","TRUE","0","FALSE","FALSE","TRUE","","","Surendranagar","2","3","","","","",""
"GA","Gujarat","13","10","1999","","0","3","6","Satubha Kanubha Vaghela","M","IND","199","GEN","62618","","Chotila","GEN","","6","","0.32","yes","0","0","2","GEGJ37216","Independents","10809","","6","SAP","7575","SURENDRANAGAR","TRUE","FALSE","0","FALSE","FALSE","TRUE","","","Surendranagar","2","6","","","","",""
"GA","Gujarat","13","11","1999","","0","3","1","Makwana Savshibhai Kanjibhai","M","INC","35612","GEN","68994","","Halvad","GEN","","6","","51.62","no","3025","4.38","2.04","GEGJ69541","National Party","3482","","1","","","","","","1","FALSE","FALSE","FALSE","","","Surendranagar","2","2","","","","",""
"GA","Gujarat","13","11","1999","","0","3","2","Dave Bhavnaben Kardamkumar","F","BJP","32587","","68994","","Halvad","GEN","","6","","47.23","no","32304","46.82","2.04","GEGJ65966","National Party","1605","","2","BJP","1605","SURENDRANAGAR","TRUE","TRUE","1","FALSE","TRUE","TRUE","","","Surendranagar","2","1","","","","",""
"GA","Gujarat","13","11","1999","","0","3","3","Adhir Baijnath Sharma","M","IND","283","","68994","","Halvad","GEN","","6","","0.41","yes","14","0.02","2.04","GEGJ69539","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Surendranagar","2","4","","","","",""
"GA","Gujarat","13","11","1999","","0","3","4","Jhala Jayendrasinh Narubha","M","SP","269","","68994","","Halvad","GEN","","6","","0.39","yes","98","0.14","2.04","GEGJ65968","State-based Party","7425","","2","SP","7425","SURENDRANAGAR","TRUE","TRUE","0","FALSE","FALSE","TRUE","","","Surendranagar","2","3","","","","",""
"GA","Gujarat","13","11","1999","","0","3","5","Mer Mavjibhai Kukabhai","M","IND","171","GEN","68994","","Halvad","GEN","","6","","0.25","yes","99","0.14","2.04","GEGJ69536","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Surendranagar","2","5","","","","",""
"GA","Gujarat","13","11","1999","","0","3","6","Satubha Kanubha Vaghela","M","IND","72","GEN","68994","","Halvad","GEN","","6","","0.1","yes","0","0","2.04","GEGJ37216","Independents","10809","","6","SAP","7575","SURENDRANAGAR","TRUE","FALSE","0","FALSE","FALSE","TRUE","","","Surendranagar","2","6","","","","",""
"GA","Gujarat","13","12","1999","","0","3","1","Dave Bhavnaben Kardamkumar","F","BJP","30243","","56089","","Dhrangadhra","GEN","","6","","53.92","no","5216","9.3","2.04","GEGJ65966","National Party","1605","","2","BJP","1605","SURENDRANAGAR","TRUE","TRUE","1","FALSE","TRUE","TRUE","","","Surendranagar","2","1","","","","",""
"GA","Gujarat","13","12","1999","","0","3","2","Makwana Savshibhai Kanjibhai","M","INC","25027","GEN","56089","","Dhrangadhra","GEN","","6","","44.62","no","24555","43.78","2.04","GEGJ69541","National Party","3482","","1","","","","","","1","FALSE","FALSE","FALSE","","","Surendranagar","2","2","","","","",""
"GA","Gujarat","13","12","1999","","0","3","3","Jhala Jayendrasinh Narubha","M","SP","472","","56089","","Dhrangadhra","GEN","","6","","0.84","yes","273","0.49","2.04","GEGJ65968","State-based Party","7425","","2","SP","7425","SURENDRANAGAR","TRUE","TRUE","0","FALSE","FALSE","TRUE","","","Surendranagar","2","3","","","","",""
"GA","Gujarat","13","12","1999","","0","3","4","Adhir Baijnath Sharma","M","IND","199","","56089","","Dhrangadhra","GEN","","6","","0.35","yes","108","0.19","2.04","GEGJ69539","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Surendranagar","2","4","","","","",""
"GA","Gujarat","13","12","1999","","0","3","5","Mer Mavjibhai Kukabhai","M","IND","91","GEN","56089","","Dhrangadhra","GEN","","6","","0.16","yes","34","0.06","2.04","GEGJ69536","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Surendranagar","2","5","","","","",""
"GA","Gujarat","13","12","1999","","0","3","6","Satubha Kanubha Vaghela","M","IND","57","GEN","56089","","Dhrangadhra","GEN","","6","","0.1","yes","0","0","2.04","GEGJ37216","Independents","10809","","6","SAP","7575","SURENDRANAGAR","TRUE","FALSE","0","FALSE","FALSE","TRUE","","","Surendranagar","2","6","","","","",""
"GA","Gujarat","13","13","1999","","0","3","1","Dr Kathiriya Vallabhbhai Ramjibh","M","BJP","38835","GEN","65676","","Morvi","GEN","","6","","59.13","no","12775","19.45","1.96","GEGJ65979","National Party","1605","","3","BJP","1605","RAJKOT","TRUE","TRUE","3","FALSE","TRUE","TRUE","","","Rajkot","4","1","","","","",""
"GA","Gujarat","13","13","1999","","0","3","2","Radadiya Vithalbhai Hansarajbhai","M","INC","26060","GEN","65676","","Morvi","GEN","","6","","39.68","no","25830","39.33","1.96","GEGJ75634","National Party","3482","","2","AIRJP","8896","RAJKOT","TRUE","FALSE","0","TRUE","FALSE","TRUE","","","Rajkot","4","3","","","","",""
"GA","Gujarat","13","13","1999","","0","3","3","Parmar Vijaybhai Somabhai","M","BSP","230","","65676","","Morvi","GEN","","6","","0.35","yes","21","0.03","1.96","GEGJ69556","State-based Party","16651","","1","","","","","","0","FALSE","FALSE","FALSE","","","Rajkot","4","2","","","","",""
"GA","Gujarat","13","13","1999","","0","3","4","Sakariya Babubhai Karshanbhai","M","IND","209","","65676","","Morvi","GEN","","6","","0.32","yes","28","0.04","1.96","GEGJ69553","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Rajkot","4","6","","","","",""
"GA","Gujarat","13","13","1999","","0","3","5","Soni Mahajan Narendrabhai Amr","M","JD(S)","181","","65676","","Morvi","GEN","","6","","0.28","yes","20","0.03","1.96","GEGJ69554","State-based Party","10979","","1","","","","","","0","FALSE","FALSE","FALSE","","","Rajkot","4","4","","","","",""
"GA","Gujarat","13","13","1999","","0","3","6","Govani Sureshkumar Madhavajib","M","IND","161","","65676","","Morvi","GEN","","6","","0.25","yes","0","0","1.96","GEGJ69555","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Rajkot","4","5","","","","",""
"GA","Gujarat","13","14","1999","","0","3","1","Dr Kathiriya Vallabhbhai Ramjibh","M","BJP","48413","GEN","82384","","Tankara","GEN","","6","","58.77","no","15847","19.24","1.96","GEGJ65979","National Party","1605","","3","BJP","1605","RAJKOT","TRUE","TRUE","3","FALSE","TRUE","TRUE","","","Rajkot","4","1","","","","",""
"GA","Gujarat","13","14","1999","","0","3","2","Radadiya Vithalbhai Hansarajbhai","M","INC","32566","GEN","82384","","Tankara","GEN","","6","","39.53","no","31954","38.79","1.96","GEGJ75634","National Party","3482","","2","AIRJP","8896","RAJKOT","TRUE","FALSE","0","TRUE","FALSE","TRUE","","","Rajkot","4","3","","","","",""
"GA","Gujarat","13","14","1999","","0","3","3","Parmar Vijaybhai Somabhai","M","BSP","612","","82384","","Tankara","GEN","","6","","0.74","yes","278","0.34","1.96","GEGJ69556","State-based Party","16651","","1","","","","","","0","FALSE","FALSE","FALSE","","","Rajkot","4","2","","","","",""
"GA","Gujarat","13","14","1999","","0","3","4","Sakariya Babubhai Karshanbhai","M","IND","334","","82384","","Tankara","GEN","","6","","0.41","yes","75","0.09","1.96","GEGJ69553","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Rajkot","4","6","","","","",""
"GA","Gujarat","13","14","1999","","0","3","5","Soni Mahajan Narendrabhai Amr","M","JD(S)","259","","82384","","Tankara","GEN","","6","","0.31","yes","59","0.07","1.96","GEGJ69554","State-based Party","10979","","1","","","","","","0","FALSE","FALSE","FALSE","","","Rajkot","4","4","","","","",""
"GA","Gujarat","13","14","1999","","0","3","6","Govani Sureshkumar Madhavajib","M","IND","200","","82384","","Tankara","GEN","","6","","0.24","yes","0","0","1.96","GEGJ69555","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Rajkot","4","5","","","","",""
"GA","Gujarat","13","15","1999","","0","3","1","Makwana Savshibhai Kanjibhai","M","INC","38269","GEN","67362","","Wankaner","GEN","","6","","56.81","no","9880","14.67","2","GEGJ69541","National Party","3482","","1","","","","","","1","FALSE","FALSE","FALSE","","","Surendranagar","2","2","","","","",""
"GA","Gujarat","13","15","1999","","0","3","2","Dave Bhavnaben Kardamkumar","F","BJP","28389","","67362","","Wankaner","GEN","","6","","42.14","no","28045","41.63","2","GEGJ65966","National Party","1605","","2","BJP","1605","SURENDRANAGAR","TRUE","TRUE","1","FALSE","TRUE","TRUE","","","Surendranagar","2","1","","","","",""
"GA","Gujarat","13","15","1999","","0","3","3","Jhala Jayendrasinh Narubha","M","SP","344","","67362","","Wankaner","GEN","","6","","0.51","yes","196","0.29","2","GEGJ65968","State-based Party","7425","","2","SP","7425","SURENDRANAGAR","TRUE","TRUE","0","FALSE","FALSE","TRUE","","","Surendranagar","2","3","","","","",""
"GA","Gujarat","13","15","1999","","0","3","4","Adhir Baijnath Sharma","M","IND","148","","67362","","Wankaner","GEN","","6","","0.22","yes","19","0.03","2","GEGJ69539","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Surendranagar","2","4","","","","",""
"GA","Gujarat","13","15","1999","","0","3","5","Mer Mavjibhai Kukabhai","M","IND","129","GEN","67362","","Wankaner","GEN","","6","","0.19","yes","46","0.07","2","GEGJ69536","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Surendranagar","2","5","","","","",""
"GA","Gujarat","13","15","1999","","0","3","6","Satubha Kanubha Vaghela","M","IND","83","GEN","67362","","Wankaner","GEN","","6","","0.12","yes","0","0","2","GEGJ37216","Independents","10809","","6","SAP","7575","SURENDRANAGAR","TRUE","FALSE","0","FALSE","FALSE","TRUE","","","Surendranagar","2","6","","","","",""
"GA","Gujarat","13","16","1999","","0","3","1","Radadiya Vithalbhai Hansarajbhai","M","INC","40057","GEN","73873","","Jasdan","GEN","","6","","54.22","no","7278","9.85","2.04","GEGJ75634","National Party","3482","","2","AIRJP","8896","RAJKOT","TRUE","FALSE","0","TRUE","FALSE","TRUE","","","Rajkot","4","3","","","","",""
"GA","Gujarat","13","16","1999","","0","3","2","Dr Kathiriya Vallabhbhai Ramjibh","M","BJP","32779","GEN","73873","","Jasdan","GEN","","6","","44.37","no","32449","43.93","2.04","GEGJ65979","National Party","1605","","3","BJP","1605","RAJKOT","TRUE","TRUE","3","FALSE","TRUE","TRUE","","","Rajkot","4","1","","","","",""
"GA","Gujarat","13","16","1999","","0","3","3","Sakariya Babubhai Karshanbhai","M","IND","330","","73873","","Jasdan","GEN","","6","","0.45","yes","75","0.1","2.04","GEGJ69553","Independents","10809","","1","","","","","","0","FALSE","FALSE","FALSE","","","Rajkot","4","6","","","","",""
"GA","Gujarat","13","16","1999","","0","3","4","Soni Mahajan Narendrabhai Amr","M","JD(S)","255","","73873","","Jasdan","GEN","","6","","0.35","yes","2","0","2.04","GEGJ69554","State-based Party","10979","","1","","","","","","0","FALSE","FALSE","FALSE","","","Rajkot","4","4","","","","",""
"GA","Gujarat","13","16","1999","","0","3","5","Parmar Vijaybhai Somabhai","M","BSP","253","","73873","","Jasdan","GEN","","6","","0.34","yes","54","0.07","2.04","GEGJ69556","State-based Party","16651","","1","","","","","","0","FALSE","FALSE","FALSE","","","Rajkot","4","2","","","","",""
